GeneID	Name	Exons	Size	A_0	A_1	B_0	B_1	C_0	C_1	D_0	D_1	E_0	E_1	F_0	F_1	G_0	G_1	H_0	H_1	I_0	I_1	J_0	J_1	K_0	K_1	KR_0	KR_1	L_0	L_1	M_0	M_1	N_0	N_1	O_0	O_1	P_0	P_1	Q_0	Q_1	S_0	S_1	T_0	T_1	U_0	U_1	
PVP01_0202000	hypothetical protein	1	1928	2	0	10	6	39	13	18	5	10	0	6	0	97	0	2	2	0	0	470	2	0	2	158	16	10	4	0	2	29	0	0	0	0	0	6	0	0	0	5	0	21	0	
PVP01_0202200	tryptophan-rich protein	2	1441	6	14	5	2	34	18	22	15	1	4	6	16	5	10	6	3	0	0	87	28	5	2	17	14	10	24	0	0	3	2	1	2	2	0	0	0	0	0	4	0	8	0	
PVP01_0202300	Plasmodium exported protein%2C unknown function	2	2413	28	12	23	26	91	40	72	38	36	3	47	22	312	8	14	3	6	0	2220	107	7	4	571	18	55	4	5	2	103	1	2	0	12	2	8	2	2	1	31	1	174	8	
PVP01_0202500	Plasmodium exported protein%2C unknown function	2	766	2	5	25	22	32	41	21	28	4	3	19	24	38	0	0	0	0	0	155	9	6	4	36	1	8	0	0	0	4	2	0	0	7	0	0	0	0	0	0	2	15	9	
PVP01_0202600	Plasmodium exported protein (PHIST)%2C unknown function	2	3091	0	8	11	4	17	14	27	10	0	1	2	2	10	2	2	8	2	1	1	21	1	2	3	6	7	10	0	2	6	0	0	0	0	0	1	0	0	0	2	0	6	0	
PVP01_0203200	TatD-like deoxyribonuclease%2C putative	5	1360	4	30	93	82	239	228	349	37	13	2	118	58	26	21	19	2	0	0	143	104	33	26	24	6	23	12	0	0	0	4	4	2	40	14	10	3	2	0	10	0	24	13	
PVP01_0203300	conserved protein%2C unknown function	3	243	3	11	70	96	159	139	145	39	6	3	85	44	12	11	4	6	0	0	40	41	11	1	12	2	12	21	0	0	3	4	0	0	16	12	3	2	6	0	4	2	15	2	
PVP01_0203500	conserved Plasmodium protein%2C unknown function	1	467	0	4	17	22	30	12	44	29	7	0	20	13	10	0	9	3	0	0	16	20	4	2	2	0	1	6	0	0	1	0	0	0	1	0	3	0	2	0	1	0	5	0	
PVP01_0203600	conserved Plasmodium protein%2C unknown function	1	800	3	10	47	25	82	47	62	28	3	2	34	20	8	0	3	4	0	0	24	27	2	2	4	2	6	20	0	0	2	0	0	0	5	4	3	0	0	0	4	0	6	0	
PVP01_0203700	UMP-CMP kinase%2C putative	5	1117	18	92	361	69	115	165	698	676	25	30	859	379	42	56	19	12	0	1	218	267	56	45	12	2	4	30	0	0	0	5	5	0	85	48	2	2	2	0	26	11	4	7	
PVP01_0203900	replication factor c protein%2C putative	1	3317	8	27	436	484	716	734	174	475	10	21	243	276	36	49	22	40	4	0	54	150	4	12	60	35	31	10	7	0	23	19	13	2	19	11	31	16	10	0	2	8	87	49	
PVP01_0204000	conserved Plasmodium protein%2C unknown function	3	342	0	3	43	15	27	27	63	87	0	2	75	37	13	2	8	0	0	0	20	40	3	9	2	0	1	0	0	0	2	2	0	0	4	8	5	2	0	0	2	0	6	3	
PVP01_0204100	kinesin-8%2C putative	5	4315	14	26	463	512	392	260	46	255	9	12	208	201	25	42	15	17	0	4	47	45	9	6	80	29	40	47	0	0	55	51	15	0	0	12	50	46	11	2	2	8	56	73	
PVP01_0204200	adenylate kinase-like protein 1%2C putative	1	581	2	16	21	9	44	35	54	17	0	3	67	40	7	7	2	0	0	0	37	48	14	5	2	1	3	15	0	0	0	0	0	1	8	6	0	0	0	0	0	3	3	0	
PVP01_0204400	chromatin assembly factor 1 protein WD40 domain%2C putative	1	1343	26	52	614	302	1700	591	961	585	41	22	467	558	67	130	48	29	0	2	297	398	85	63	304	35	113	57	20	0	86	37	36	9	158	90	84	28	13	0	59	5	302	74	
PVP01_0204700	DNA-directed RNA polymerase II subunit RPB9%2C putative	2	757	23	82	351	446	435	493	393	348	24	11	271	282	47	70	17	32	3	7	99	171	25	22	27	32	36	74	0	0	16	21	6	3	40	33	31	28	6	3	14	7	38	34	
PVP01_0204900	selenocysteine-specific elongation factor selB homologue%2C putative	1	2330	20	95	238	60	152	231	565	317	28	25	407	261	59	62	26	3	0	0	124	220	50	26	24	5	11	30	2	0	0	0	4	2	78	42	0	4	4	0	22	4	3	4	
PVP01_0205400	rRNA biogenesis protein RRP36%2C putative	2	589	20	29	112	64	254	153	263	155	21	12	146	80	25	20	10	8	0	0	77	93	11	14	11	13	37	32	1	0	6	3	1	0	23	12	8	3	2	0	10	6	7	0	
PVP01_0205500	cold-shock protein%2C putative	3	432	5	11	21	11	7	18	125	16	2	10	69	31	12	11	10	0	0	0	34	31	6	10	0	1	1	0	0	0	7	0	0	0	8	8	0	0	0	0	1	0	0	0	
PVP01_0205600	N-acetyltransferase%2C putative	2	478	1	8	10	10	40	26	13	2	1	1	10	8	0	0	5	2	0	0	5	10	2	0	2	0	0	2	0	0	2	0	2	0	2	0	2	0	0	0	0	0	0	0	
PVP01_0205700	tubulin-specific chaperone a%2C putative	2	505	0	1	52	63	193	136	24	26	0	6	19	28	4	2	8	4	0	0	17	15	0	1	8	1	19	8	0	0	0	1	1	0	6	5	3	2	0	2	0	0	8	11	
PVP01_0205800	fatty acid elongation protein%2C GNS1/SUR4 family%2C putative	2	952	3	0	207	158	222	158	13	221	2	4	114	177	15	3	6	7	0	0	23	11	2	4	44	0	12	10	5	0	27	2	0	1	2	2	14	7	0	0	0	0	54	1	
PVP01_0205900	cleavage and polyadenylation specificity factor subunit 5%2C putative	1	803	2	8	61	11	39	37	134	161	9	7	131	91	12	14	6	2	0	0	29	53	5	9	2	0	2	1	0	0	0	0	0	0	12	6	0	0	0	0	10	0	0	0	
PVP01_0206300	secreted ookinete protein%2C putative	4	3278	31	80	275	163	242	303	268	606	17	29	260	322	32	62	23	15	0	4	69	250	32	24	16	25	26	68	0	2	5	4	1	0	41	23	7	10	4	0	10	12	10	19	
PVP01_0206400	conserved Plasmodium protein%2C unknown function	6	921	10	25	247	151	152	182	389	238	11	7	201	199	20	28	21	7	1	0	93	127	33	19	16	16	8	21	1	0	0	11	0	1	52	22	17	6	5	0	8	0	12	22	
PVP01_0206600	mitochondrial carrier protein%2C putative	9	990	4	18	11	25	49	57	101	13	3	4	55	22	10	2	7	4	0	0	25	18	8	7	0	0	1	7	0	0	2	2	2	0	17	7	3	2	3	0	4	0	2	2	
PVP01_0206900	proteasome subunit beta type-3%2C putative	4	653	10	64	335	61	126	171	718	648	16	18	517	288	70	52	11	7	0	1	202	183	50	22	14	3	6	30	2	0	2	0	2	0	37	49	3	5	0	0	20	2	4	2	
PVP01_0207000	conserved Plasmodium protein%2C unknown function	1	680	4	23	41	65	103	99	179	48	8	2	43	62	15	15	3	4	1	0	36	41	9	5	4	4	7	11	0	0	4	0	2	0	18	6	3	2	1	0	6	0	0	4	
PVP01_0207400	lipid/sterol:H+ symporter%2C putative	4	4433	12	69	75	36	74	70	92	181	4	18	56	55	26	34	12	6	0	3	30	60	9	6	4	16	11	18	2	0	2	0	0	0	9	10	2	4	4	0	2	10	6	2	
PVP01_0207700	conserved Plasmodium protein%2C unknown function	1	1382	7	24	64	38	63	89	141	79	10	4	132	43	6	18	6	6	0	2	46	58	10	6	3	2	7	2	2	0	1	2	0	0	27	9	2	6	4	0	11	4	4	0	
PVP01_0208500	calcium-transporting ATPase%2C putative	3	3567	37	125	533	315	535	464	481	913	21	52	528	521	48	77	43	23	4	4	81	260	54	28	47	31	37	39	4	0	10	10	11	2	76	49	20	23	4	2	23	18	31	9	
PVP01_0208600	conserved Plasmodium protein%2C unknown function	2	646	3	10	118	220	435	436	3	65	1	0	118	85	12	7	6	18	0	0	29	20	2	5	1	11	30	44	2	2	2	2	4	0	0	1	20	16	0	2	2	7	22	7	
PVP01_0208700	V-type proton ATPase subunit C%2C putative	1	1151	12	63	99	75	230	193	167	159	17	26	389	300	17	53	8	6	2	2	85	104	31	8	26	6	23	25	0	0	4	6	2	0	27	12	7	6	3	0	7	7	6	3	
PVP01_0208800	conserved Plasmodium protein%2C unknown function	1	2078	0	11	180	95	182	173	101	405	10	10	312	243	13	10	10	4	0	0	23	71	4	11	9	9	14	8	1	0	6	2	2	2	6	12	1	2	0	0	4	9	11	2	
PVP01_0209000	conserved Plasmodium protein%2C unknown function	2	2518	17	20	500	449	600	644	272	752	13	33	431	337	24	55	30	17	0	0	53	173	2	35	51	2	37	48	4	4	6	10	6	2	10	33	28	21	2	4	4	10	43	10	
PVP01_0209200	conserved Plasmodium protein%2C unknown function	3	3804	28	195	371	173	362	514	556	413	23	24	366	269	88	64	34	22	0	4	181	346	48	28	26	16	34	85	0	0	6	12	5	2	60	38	17	17	6	0	29	8	19	8	
PVP01_0209300	conserved Plasmodium protein%2C unknown function	1	1094	4	14	70	29	42	50	161	107	8	12	161	97	13	26	4	2	2	0	35	78	13	16	3	2	4	5	0	0	0	0	0	0	15	17	4	2	0	0	4	2	4	2	
PVP01_0209400	conserved Plasmodium protein%2C unknown function	2	586	0	1	11	4	16	15	49	23	2	4	10	6	1	8	1	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	
PVP01_0209500	cyclase-associated protein%2C putative	2	487	0	2	25	13	33	28	7	96	0	5	61	49	17	3	0	0	0	0	5	13	2	2	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	
PVP01_0209600	RAP protein%2C putative	1	1742	12	116	194	76	245	251	761	191	18	7	239	168	73	30	37	4	0	2	223	286	78	41	23	5	13	49	0	0	0	2	2	0	106	65	7	6	6	0	25	0	10	4	
PVP01_0209800	RNase MRP	1	295	268	408	1431	1617	1984	3192	1142	1647	150	143	1111	2020	269	400	124	165	31	9	768	1017	104	131	303	259	260	521	8	10	116	146	48	26	106	170	109	171	57	9	71	78	165	302	
PVP01_0210200	conserved protein%2C unknown function	1	848	5	34	97	17	38	53	185	109	18	7	177	95	18	32	9	3	0	0	68	101	22	15	2	9	14	26	0	0	0	4	0	0	30	11	0	0	0	0	9	4	4	2	
PVP01_0210500	StAR-related lipid transfer protein%2C putative	1	1508	0	2	29	37	85	86	5	18	2	0	20	16	39	2	3	4	0	0	22	8	5	2	47	2	14	2	8	0	0	0	2	3	3	0	2	0	0	0	0	3	2	0	
PVP01_0210900	actin-related protein	9	1130	0	10	87	205	463	343	22	24	1	2	39	40	10	16	6	15	0	2	20	30	6	3	22	10	44	43	0	0	9	3	5	0	5	0	7	1	0	1	3	0	22	27	
PVP01_0211300	zinc-carboxypeptidase%2C putative	1	4460	43	176	386	203	428	340	466	657	46	25	374	422	159	97	22	14	4	2	199	386	46	24	112	42	110	100	8	4	30	20	3	2	78	44	13	4	6	0	22	15	33	18	
PVP01_0211400	conserved Plasmodium protein%2C unknown function	1	2141	23	103	243	138	250	213	426	348	24	16	257	170	39	50	15	14	0	0	92	138	38	11	10	25	16	38	0	0	2	4	2	2	50	37	10	12	8	2	10	6	13	10	
PVP01_0211500	nucleoside transporter 4	2	1333	2	16	44	4	15	28	77	76	0	2	39	45	3	3	0	0	0	2	5	25	5	6	2	0	1	4	0	0	0	0	0	0	3	6	0	0	0	0	4	0	0	0	
PVP01_0211600	vacuolar protein sorting-associated protein 51%2C putative	1	4271	4	44	446	225	302	423	672	784	22	28	564	467	70	48	42	4	0	0	116	346	60	70	8	2	17	34	0	0	2	7	10	2	104	87	9	8	6	0	23	8	19	9	
PVP01_0211700	vacuolar protein sorting-associated protein VTA1%2C putative	7	791	0	10	114	120	200	185	22	134	4	6	65	78	6	13	9	15	0	0	10	36	3	3	9	0	9	25	0	0	3	6	2	0	2	17	8	8	2	0	3	6	16	12	
PVP01_0211800	aspartate--tRNA ligase%2C putative	1	1895	69	414	590	188	477	474	1214	1169	23	75	777	659	110	167	44	13	8	14	402	571	185	83	16	31	49	123	0	6	2	45	13	0	211	50	8	4	4	0	46	44	8	20	
PVP01_0211900	conserved Plasmodium protein%2C unknown function	1	1562	4	33	78	59	130	192	245	72	9	1	226	73	10	23	16	10	0	0	52	101	14	13	4	4	10	20	0	0	0	2	4	0	36	8	4	10	4	0	2	0	13	13	
PVP01_0212000	DNA mismatch repair protein PMS1%2C putative	2	3871	6	15	221	187	285	199	204	361	0	4	331	206	28	33	19	5	0	0	70	113	9	23	35	0	13	26	2	0	6	12	8	0	22	44	21	10	4	0	18	8	45	10	
PVP01_0212300	conserved Plasmodium protein%2C unknown function	2	2266	5	23	494	404	624	569	254	506	12	21	449	293	48	45	21	24	0	0	108	224	13	18	66	16	37	61	0	0	8	11	15	0	16	37	28	28	6	0	2	5	93	46	
PVP01_0212600	mitochondrial import inner membrane translocase subunit TIM50%2C putative	1	1586	27	73	248	143	340	310	442	344	29	26	228	250	57	59	22	14	10	9	171	275	46	22	10	25	40	65	0	0	8	10	0	0	73	37	6	11	3	2	13	4	19	13	
PVP01_0213100	proteasome subunit alpha type-5%2C putative	3	768	16	123	355	86	215	246	707	634	20	42	513	423	68	90	30	5	0	3	180	237	56	33	12	5	13	49	2	0	2	0	7	4	99	59	3	2	2	0	26	16	26	3	
PVP01_0213300	conserved Plasmodium protein%2C unknown function	3	2976	5	60	128	23	61	138	358	141	12	1	178	135	42	47	25	4	0	0	112	157	29	25	6	4	5	13	0	0	2	0	0	0	69	25	14	2	2	4	16	0	6	2	
PVP01_0213500	cation transporting ATPase%2C putative	1	5072	11	180	506	163	303	419	570	961	15	36	629	531	61	75	46	4	0	0	124	315	62	40	26	10	6	46	0	0	0	0	4	5	98	84	17	6	7	0	31	8	19	7	
PVP01_0213600	conserved Plasmodium protein%2C unknown function	1	5849	8	39	354	172	286	344	229	436	16	12	240	209	69	40	27	4	0	0	86	268	15	24	22	17	20	26	0	0	2	0	4	2	40	42	9	4	4	0	8	1	12	7	
PVP01_0213900	actin-like protein%2C putative	2	1696	2	9	88	142	213	292	12	59	2	0	124	134	10	4	8	8	0	0	14	14	0	1	20	13	24	15	3	0	5	7	4	0	0	0	14	11	0	0	0	4	18	16	
PVP01_0214100	conserved Plasmodium protein%2C unknown function	2	487	4	6	37	29	72	46	155	62	5	5	120	47	15	19	2	4	0	0	38	41	7	6	4	4	8	4	0	0	0	0	1	0	17	10	3	7	0	0	0	2	2	2	
PVP01_0214300	RING zinc finger protein%2C putative	5	5386	4	97	527	616	814	1083	326	570	10	26	439	411	72	70	30	18	0	1	97	265	25	41	81	21	49	73	0	0	20	14	14	4	44	47	42	44	8	0	25	14	50	31	
PVP01_0214500	conserved Plasmodium protein%2C unknown function	2	1267	0	11	73	31	37	60	218	126	2	3	137	80	21	13	7	2	0	0	44	77	2	11	10	0	2	2	0	0	1	0	0	0	16	22	2	2	0	0	8	1	4	3	
PVP01_0214700	signal recognition particle subunit SRP9%2C putative	5	307	4	29	65	38	101	75	157	101	1	4	114	53	7	24	5	1	0	0	64	61	17	6	5	6	3	29	0	0	1	2	0	1	23	13	0	2	4	0	3	0	4	7	
PVP01_0214800	conserved Plasmodium protein%2C unknown function	1	7751	0	12	151	140	167	159	32	196	0	2	124	178	53	7	10	3	0	0	20	51	9	4	23	0	10	16	4	2	8	2	2	0	5	16	10	8	0	0	0	6	17	12	
PVP01_0214900	1-cys peroxiredoxin	2	712	1	16	42	18	30	36	150	20	7	0	94	37	12	3	2	0	2	0	48	35	14	2	4	0	1	10	0	0	0	2	1	0	19	10	0	2	0	0	5	0	1	0	
PVP01_0215100	ribosome biogenesis protein BRX1 homolog%2C putative	1	1373	6	32	52	36	122	72	144	99	16	19	126	57	28	12	3	0	0	2	45	57	2	9	6	15	18	26	0	0	8	0	0	0	9	1	0	0	2	4	10	0	15	0	
PVP01_0215200	mRNA (N6-adenosine)-methyltransferase%2C putative	1	2465	20	71	208	193	330	223	209	384	13	29	302	222	41	50	15	12	4	4	73	184	33	38	15	25	52	48	0	0	8	3	2	2	35	27	38	6	0	0	12	7	24	4	
PVP01_0215300	conserved Plasmodium protein%2C unknown function	5	487	3	42	82	63	115	138	171	124	2	0	226	136	10	22	6	2	0	0	64	59	11	5	13	2	2	13	1	0	2	0	1	0	18	7	7	0	4	0	2	0	6	1	
PVP01_0215500	dynein light chain%2C putative	1	293	1	3	29	56	90	45	5	13	1	0	24	23	4	5	0	0	0	0	27	1	0	1	14	5	4	3	1	0	6	1	4	0	0	0	7	19	1	0	0	0	21	6	
PVP01_0215600	dynein heavy chain%2C putative	2	15070	8	64	1126	1654	2082	2694	56	204	2	20	258	216	80	65	69	56	6	8	104	174	13	23	153	53	213	172	4	0	46	44	58	8	0	8	161	140	14	9	0	16	200	85	
PVP01_0215800	tRNA pseudouridine synthase D%2C putative	1	2705	0	8	12	2	17	26	87	7	3	0	56	10	24	4	7	0	0	0	34	14	8	7	4	0	0	2	0	0	0	0	2	0	25	5	0	0	0	0	2	0	0	0	
PVP01_0216000	AP2 domain transcription factor AP2-L%2C putative	1	3950	19	198	554	310	370	557	1109	563	41	53	402	520	197	165	49	7	7	17	295	595	90	104	49	72	72	128	2	10	8	39	16	0	185	134	17	12	8	2	19	6	36	6	
PVP01_0216100	IMP1-like protein%2C putative	3	474	2	1	117	216	383	423	33	104	6	6	118	87	5	13	4	20	1	0	23	24	3	2	19	8	31	48	4	0	3	9	2	2	0	7	14	14	8	1	0	0	4	25	
PVP01_0216300	tRNA Valine	1	72	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0216500	hypothetical protein	2	382	3	18	46	41	66	55	47	26	2	4	36	17	9	10	3	2	0	2	39	35	5	1	10	10	15	15	0	0	3	0	1	0	4	7	4	4	0	0	0	0	9	2	
PVP01_0216700	Plasmodium exported protein%2C unknown function	2	1486	535	1569	3556	3117	6512	5008	7652	5545	783	429	3021	4403	1556	1060	237	201	254	116	6125	4511	605	369	1453	1024	2046	1457	28	53	680	437	185	37	639	449	389	311	99	14	467	110	1045	461	
PVP01_0216800	Plasmodium exported protein%2C unknown function	2	2299	33	79	284	210	559	457	297	226	30	22	223	256	147	71	17	4	5	8	588	220	10	17	103	25	150	58	1	0	28	15	13	0	44	14	29	16	3	2	28	4	151	38	
PVP01_0217300	PIR protein	4	1820	2	27	26	6	27	22	67	34	8	0	15	17	10	16	4	2	0	0	59	63	6	2	2	29	26	11	0	0	1	6	0	0	6	5	3	0	0	0	1	2	3	2	
PVP01_0217400	PIR protein	4	2183	4	12	20	29	195	160	39	20	4	4	66	55	10	5	10	6	1	0	34	42	5	7	8	3	26	13	0	1	15	4	2	0	7	11	5	1	2	0	5	0	14	47	
PVP01_0217500	PIR protein	4	1895	0	0	15	20	18	9	44	21	2	0	7	2	2	2	0	0	0	0	0	3	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	6	
PVP01_0218100	PIR protein	4	1733	0	0	15	31	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	8	0	0	0	0	4	0	
PVP01_0218500	Plasmodium exported protein%2C unknown function%2C pseudogene	2	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0218600	Plasmodium exported protein%2C unknown function	2	775	0	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0218700	Plasmodium exported protein%2C unknown function	2	802	0	0	1	0	1	0	8	0	3	0	0	0	1	0	1	0	0	0	2	0	0	0	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
PVP01_0218800	Plasmodium exported protein%2C unknown function	2	373	0	0	0	0	0	0	24	1	4	0	0	0	2	0	0	0	0	0	6	4	0	0	1	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	
PVP01_0218900	Plasmodium exported protein%2C unknown function	2	889	0	0	0	2	1	0	6	0	4	0	0	1	4	0	0	0	0	0	7	4	0	0	0	0	9	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
PVP01_0219000	Plasmodium exported protein%2C unknown function	2	742	0	0	0	0	0	0	7	3	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219100	Plasmodium exported protein%2C unknown function	2	841	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219200	Plasmodium exported protein%2C unknown function	2	772	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0219300	Plasmodium exported protein%2C unknown function	2	877	0	0	0	1	2	0	21	8	9	0	7	6	1	0	3	0	0	0	1	4	1	0	0	11	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0220100	PIR protein	3	1338	0	0	54	62	151	107	15	27	1	0	10	10	1	6	3	1	1	0	9	13	2	2	3	3	35	9	4	0	6	3	2	0	0	0	6	3	0	0	1	1	9	5	
PVP01_0220200	PIR protein	2	842	1	2	17	18	32	45	21	16	0	0	3	2	1	2	0	2	1	0	9	8	0	0	0	5	16	5	0	0	4	2	0	0	0	3	0	0	0	0	1	0	5	0	
PVP01_0220300	Plasmodium exported protein%2C unknown function	2	1021	1	0	1	0	20	4	11	0	11	0	4	0	1	0	0	0	1	0	1	2	1	0	2	14	36	8	0	0	5	2	0	0	0	0	3	0	0	0	0	0	0	3	
PVP01_0220400	Plasmodium exported protein%2C unknown function%2C pseudogene	3	753	0	0	0	0	3	0	4	0	2	0	1	0	5	1	1	0	0	0	4	0	0	0	4	3	5	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	
PVP01_0220500	Plasmodium exported protein%2C unknown function	2	601	0	0	0	0	4	1	10	2	0	0	0	0	4	2	0	0	0	0	4	4	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0300200	PIR protein	3	1017	0	4	0	9	15	2	1	16	0	0	0	23	1	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	1	0	0	0	0	1	0	
PVP01_0300300	PIR protein	2	1546	0	1	42	102	114	104	8	8	0	0	4	42	10	2	0	5	0	2	22	16	0	0	10	6	10	13	0	0	0	4	4	0	0	0	11	23	5	0	0	0	24	28	
PVP01_0300500	PIR protein	3	801	0	0	2	3	14	8	9	8	0	0	3	2	0	3	0	0	2	0	4	0	0	0	0	0	5	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	2	
PVP01_0300600	Plasmodium exported protein%2C unknown function	1	1208	15	50	63	15	213	79	215	181	36	32	43	148	216	127	4	19	11	14	1208	338	9	2	198	188	275	127	0	3	83	71	9	0	2	25	10	17	0	0	22	2	35	47	
PVP01_0300700	Plasmodium exported protein%2C unknown function	2	1141	1749	5006	10372	9519	13258	16475	14256	13766	1065	1290	8161	14022	1854	2707	778	762	457	360	7392	11256	1821	1504	1730	2549	2749	3609	82	115	627	1098	370	95	1942	1446	1014	1236	408	63	1040	553	1383	1279	
PVP01_0300800	Plasmodium exported protein%2C unknown function	2	847	33	82	452	669	1239	1208	553	422	27	23	345	332	103	83	20	46	12	7	684	250	47	28	164	101	131	116	0	4	27	41	13	2	46	44	54	80	5	2	13	11	27	49	
PVP01_0300900	Plasmodium exported protein%2C unknown function	2	694	2	9	11	6	82	56	30	25	3	5	14	18	14	4	0	2	0	0	109	21	0	0	28	0	11	11	0	0	3	2	2	0	3	1	2	2	2	0	0	2	3	0	
PVP01_0301000	Plasmodium exported protein%2C unknown function	2	658	3	0	0	0	16	2	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	3	0	4	0	0	0	2	0	0	0	
PVP01_0301100	PIR protein	4	1397	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	77	7	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
PVP01_0301200	PIR protein%2C pseudogene	3	861	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0301500	Plasmodium exported protein%2C unknown function	2	661	18	47	127	85	303	185	418	202	24	8	94	137	73	44	7	11	3	2	380	176	44	15	115	33	59	32	0	2	32	9	6	0	33	15	15	5	0	0	18	0	25	10	
PVP01_0301600	Plasmodium exported protein%2C unknown function	2	742	0	5	2	2	35	16	30	8	4	0	7	5	25	2	0	0	1	0	101	8	2	2	49	13	13	3	0	0	2	4	0	0	0	0	0	0	1	0	2	0	4	0	
PVP01_0301700	Plasmodium exported protein%2C unknown function	2	607	0	0	2	0	0	0	19	1	1	0	1	0	2	0	0	0	0	0	12	2	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
PVP01_0301800	Plasmodium exported protein%2C unknown function	2	610	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0301900	Plasmodium exported protein%2C unknown function	2	673	1	5	3	1	9	9	23	3	4	2	2	9	9	4	0	0	4	4	34	2	2	1	8	2	10	4	0	0	3	0	0	0	1	0	4	0	0	0	2	0	1	0	
PVP01_0302000	Plasmodium exported protein (PHIST)%2C unknown function%2C pseudogene	3	1185	28	17	15	2	49	41	36	30	12	8	15	18	14	22	6	4	5	0	5	42	5	8	13	19	44	16	0	0	2	7	2	0	6	2	0	0	0	0	1	2	20	6	
PVP01_0302100	Plasmodium exported protein (PHIST)%2C unknown function	2	766	0	0	6	4	12	5	12	2	9	0	3	4	51	6	0	0	0	0	210	0	2	0	70	0	19	0	2	1	12	0	0	0	2	0	0	2	0	0	6	0	9	0	
PVP01_0302200	tRNA Asparagine	1	73	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PVP01_0302400	conserved Plasmodium protein%2C unknown function	1	1136	11	29	114	100	204	147	104	128	4	9	152	126	27	22	7	3	2	0	52	81	13	10	7	4	23	20	0	0	8	8	3	0	10	11	7	3	0	0	1	0	9	2	
PVP01_0302600	conserved Plasmodium protein%2C unknown function	3	11118	22	118	192	101	286	248	178	200	22	17	230	197	38	35	36	14	14	8	77	231	22	27	28	54	91	44	0	0	10	17	7	4	43	18	11	2	1	0	19	6	12	18	
PVP01_0302700	ubiquitin specific protease%2C putative	1	1151	0	13	48	86	156	144	16	25	0	0	30	29	2	4	0	6	0	0	17	36	2	3	6	0	6	21	0	0	2	0	0	0	0	8	17	8	0	0	1	2	12	4	
PVP01_0302800	conserved Plasmodium protein%2C unknown function	1	2690	0	2	34	40	22	44	3	11	0	0	9	25	8	2	0	0	0	0	6	0	0	0	3	2	3	2	0	0	4	2	0	0	0	2	0	0	6	0	0	0	7	2	
PVP01_0303200	SET domain protein%2C putative	2	4354	20	146	407	194	405	435	328	654	9	39	479	421	51	76	24	10	2	4	75	306	21	37	40	23	51	50	2	0	5	8	4	2	41	42	10	14	4	0	7	9	22	10	
